drug,source,field,token
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,DRD1
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,DRD2
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,DRD3
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,DRD4
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,DRD5
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HRH1
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR1A
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR1B
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR1D
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR1E
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR2A
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR2C
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR3A
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR6
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,HTR7
ZIPRASIDONE,drug_sample,PUTATIVE_TARGET,SLC6A4
CHOLECALCIFEROL,drug_sample,PUTATIVE_TARGET,VDR
HALCINONIDE,drug_sample,PUTATIVE_TARGET,NR3C1
TERIFLUNOMIDE,drug_sample,PUTATIVE_TARGET,DHODH
INGENOL-MEBUTATE,drug_sample,PUTATIVE_TARGET,PRKCA
INGENOL-MEBUTATE,drug_sample,PUTATIVE_TARGET,PRKCB
INGENOL-MEBUTATE,drug_sample,PUTATIVE_TARGET,PRKCD
INGENOL-MEBUTATE,drug_sample,PUTATIVE_TARGET,PRKCE
INGENOL-MEBUTATE,drug_sample,PUTATIVE_TARGET,PRKCG
TRIAPINE,drug_sample,PUTATIVE_TARGET,RRM1
TRIAPINE,drug_sample,PUTATIVE_TARGET,RRM2
DEFERASIROX,drug_sample,PUTATIVE_TARGET,CYP3A4
DANAZOL,drug_sample,PUTATIVE_TARGET,AR
DANAZOL,drug_sample,PUTATIVE_TARGET,CCL2
DANAZOL,drug_sample,PUTATIVE_TARGET,ESR1
DANAZOL,drug_sample,PUTATIVE_TARGET,GNRHR
DANAZOL,drug_sample,PUTATIVE_TARGET,GNRHR2
DANAZOL,drug_sample,PUTATIVE_TARGET,PGR
CICLOPIROX,drug_sample,PUTATIVE_TARGET,ATP1A1
ELTROMBOPAG,drug_sample,PUTATIVE_TARGET,MPL
TRIAMCINOLONE,drug_sample,PUTATIVE_TARGET,NR3C1
TRIAMCINOLONE,drug_sample,PUTATIVE_TARGET,SERPINA6
OXIBENDAZOLE,drug_sample,PUTATIVE_TARGET,TUBB
OXIBENDAZOLE,drug_sample,PUTATIVE_TARGET,TUBB4B
DOFETILIDE,drug_sample,PUTATIVE_TARGET,KCNH1
DOFETILIDE,drug_sample,PUTATIVE_TARGET,KCNH2
DOFETILIDE,drug_sample,PUTATIVE_TARGET,KCNJ12
DOFETILIDE,drug_sample,PUTATIVE_TARGET,KCNK2
RIBAVIRIN,drug_sample,PUTATIVE_TARGET,ADK
RIBAVIRIN,drug_sample,PUTATIVE_TARGET,ENPP1
RIBAVIRIN,drug_sample,PUTATIVE_TARGET,IMPDH1
RIBAVIRIN,drug_sample,PUTATIVE_TARGET,IMPDH2
RIBAVIRIN,drug_sample,PUTATIVE_TARGET,NT5C2
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRA1
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRA2
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRA3
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRA4
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRA5
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRA6
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRB1
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRB2
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRB3
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRD
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRE
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRG1
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRG2
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRG3
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRP
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRQ
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRR1
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRR2
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,GABRR3
TEMAZEPAM,drug_sample,PUTATIVE_TARGET,TSPO
ENOCITABINE,drug_sample,PUTATIVE_TARGET,CMPK1
ENOCITABINE,drug_sample,PUTATIVE_TARGET,RRM1
ENOCITABINE,drug_sample,PUTATIVE_TARGET,TYMS
CPP,drug_sample,PUTATIVE_TARGET,GRIN1
CPP,drug_sample,PUTATIVE_TARGET,GRIN2A
CPP,drug_sample,PUTATIVE_TARGET,GRIN2B
CPP,drug_sample,PUTATIVE_TARGET,GRIN2C
CPP,drug_sample,PUTATIVE_TARGET,GRIN2D
CGP-37849,drug_sample,PUTATIVE_TARGET,GRIN2A
CGP-37849,drug_sample,PUTATIVE_TARGET,GRIN2B
CGP-37849,drug_sample,PUTATIVE_TARGET,GRIN2C
CGP-37849,drug_sample,PUTATIVE_TARGET,GRIN2D
SRT1720,drug_sample,PUTATIVE_TARGET,SIRT1
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CA
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CB
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CD
PIK-75,drug_sample,PUTATIVE_TARGET,PIK3CG
PIK-75,drug_sample,PUTATIVE_TARGET,PRKDC
VU0238429,drug_sample,PUTATIVE_TARGET,CHRM5
VU0361737,drug_sample,PUTATIVE_TARGET,GRM4
SKEPINONE-L,drug_sample,PUTATIVE_TARGET,MAPK14
BAN-ORL-24,drug_sample,PUTATIVE_TARGET,OPRL1
CNX-774,drug_sample,PUTATIVE_TARGET,BTK
"HYDROXYTACRINE-MALEATE-(R,S)",drug_sample,PUTATIVE_TARGET,ACHE
LY303511,drug_sample,PUTATIVE_TARGET,BRD2
LY303511,drug_sample,PUTATIVE_TARGET,BRD3
LY303511,drug_sample,PUTATIVE_TARGET,BRD4
JIB04,drug_sample,PUTATIVE_TARGET,KDM4E
GS-39783,drug_sample,PUTATIVE_TARGET,GABBR1
KPT-276,drug_sample,PUTATIVE_TARGET,XPO1
G-1,drug_sample,PUTATIVE_TARGET,GPER1
LY456236,drug_sample,PUTATIVE_TARGET,GRM1
GW-405833,drug_sample,PUTATIVE_TARGET,CNR2
CGS-15943,drug_sample,PUTATIVE_TARGET,ADORA1
CGS-15943,drug_sample,PUTATIVE_TARGET,ADORA2A
CGS-15943,drug_sample,PUTATIVE_TARGET,ADORA2B
CGS-15943,drug_sample,PUTATIVE_TARGET,ADORA3
WZ-4002,drug_sample,PUTATIVE_TARGET,EGFR
WZ-4002,drug_sample,PUTATIVE_TARGET,ERBB2
PETCM,drug_sample,PUTATIVE_TARGET,CASP3
BAICALEIN,drug_sample,PUTATIVE_TARGET,ALOX5
BAICALEIN,drug_sample,PUTATIVE_TARGET,GLO1
BAICALEIN,drug_sample,PUTATIVE_TARGET,PREP
BAICALEIN,drug_sample,PUTATIVE_TARGET,SELL
BAICALEIN,drug_sample,PUTATIVE_TARGET,SELP
BAICALEIN,drug_sample,PUTATIVE_TARGET,TNF
BAICALEIN,drug_sample,PUTATIVE_TARGET,XDH
NSC-663284,drug_sample,PUTATIVE_TARGET,CDC25A
NSC-663284,drug_sample,PUTATIVE_TARGET,CDC25B
NSC-663284,drug_sample,PUTATIVE_TARGET,CDC25C
AZ-628,drug_sample,PUTATIVE_TARGET,BRAF
AZ-628,drug_sample,PUTATIVE_TARGET,RAF1
CHIR-98014,drug_sample,PUTATIVE_TARGET,GSK3A
CHIR-98014,drug_sample,PUTATIVE_TARGET,GSK3B
IEM1754,drug_sample,PUTATIVE_TARGET,GRIA1
LE-135,drug_sample,PUTATIVE_TARGET,RARB
4-IODO-6-PHENYLPYRIMIDINE,drug_sample,PUTATIVE_TARGET,MIF
NVP-AEW541,drug_sample,PUTATIVE_TARGET,IGF1R
NVP-AEW541,drug_sample,PUTATIVE_TARGET,INSR
RN-1734,drug_sample,PUTATIVE_TARGET,TRPV4
TREQUINSIN,drug_sample,PUTATIVE_TARGET,PDE5A
"2,3-DCPE",drug_sample,PUTATIVE_TARGET,BCL2L1
CCT129202,drug_sample,PUTATIVE_TARGET,AURKA
CCT129202,drug_sample,PUTATIVE_TARGET,AURKB
CCT129202,drug_sample,PUTATIVE_TARGET,AURKC
8-BROMO-CGMP,drug_sample,PUTATIVE_TARGET,PRKG1
FENDILINE,drug_sample,PUTATIVE_TARGET,HTR2B
LY2183240,drug_sample,PUTATIVE_TARGET,FAAH
SU3327,drug_sample,PUTATIVE_TARGET,MAPK8
BAY-11-7085,drug_sample,PUTATIVE_TARGET,NFKBIA
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,AKT1
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,GSK3B
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,LCK
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK1
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK11
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK12
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK14
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,MAPK8
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,PRKCA
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,ROCK1
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,RPS6KB1
BISINDOLYLMALEIMIDE-IX,drug_sample,PUTATIVE_TARGET,SIRT1
TG-100572,drug_sample,PUTATIVE_TARGET,KDR
TG-100572,drug_sample,PUTATIVE_TARGET,SRC
RO-90-7501,drug_sample,PUTATIVE_TARGET,APP
CR8-(R),drug_sample,PUTATIVE_TARGET,CCNA2
ABT-702,drug_sample,PUTATIVE_TARGET,ADK
PIRENPERONE,drug_sample,PUTATIVE_TARGET,HTR2A
PIRENPERONE,drug_sample,PUTATIVE_TARGET,HTR7
BIBU-1361,drug_sample,PUTATIVE_TARGET,EGFR
SGI-1027,drug_sample,PUTATIVE_TARGET,DNMT1
SGI-1027,drug_sample,PUTATIVE_TARGET,DNMT3A
SGI-1027,drug_sample,PUTATIVE_TARGET,DNMT3B
1-AZAKENPAULLONE,drug_sample,PUTATIVE_TARGET,CCNB1
1-AZAKENPAULLONE,drug_sample,PUTATIVE_TARGET,CDK1
1-AZAKENPAULLONE,drug_sample,PUTATIVE_TARGET,CDK5
1-AZAKENPAULLONE,drug_sample,PUTATIVE_TARGET,GSK3B
DIGITOXIGENIN,drug_sample,PUTATIVE_TARGET,ATP1A1
ZM-447439,drug_sample,PUTATIVE_TARGET,AURKA
ZM-447439,drug_sample,PUTATIVE_TARGET,AURKB
ARCTIGENIN,drug_sample,PUTATIVE_TARGET,CHUK
ARCTIGENIN,drug_sample,PUTATIVE_TARGET,MAP2K1
KU-0063794,drug_sample,PUTATIVE_TARGET,MTOR
WYE-354,drug_sample,PUTATIVE_TARGET,MTOR
PD-168393,drug_sample,PUTATIVE_TARGET,EGFR
PD-168393,drug_sample,PUTATIVE_TARGET,ERBB2
PD-168393,drug_sample,PUTATIVE_TARGET,SRC
SB-205384,drug_sample,PUTATIVE_TARGET,GABRA3
SB-205384,drug_sample,PUTATIVE_TARGET,GABRA5
SB-205384,drug_sample,PUTATIVE_TARGET,GABRA6
RKI-1447,drug_sample,PUTATIVE_TARGET,CDC42BPA
RKI-1447,drug_sample,PUTATIVE_TARGET,DMPK
RKI-1447,drug_sample,PUTATIVE_TARGET,LIMK1
RKI-1447,drug_sample,PUTATIVE_TARGET,MYLK
RKI-1447,drug_sample,PUTATIVE_TARGET,PAK1
RKI-1447,drug_sample,PUTATIVE_TARGET,PKN1
RKI-1447,drug_sample,PUTATIVE_TARGET,ROCK1
RKI-1447,drug_sample,PUTATIVE_TARGET,ROCK2
TG-02,drug_sample,PUTATIVE_TARGET,CDK1
TG-02,drug_sample,PUTATIVE_TARGET,CDK2
TG-02,drug_sample,PUTATIVE_TARGET,CDK7
TG-02,drug_sample,PUTATIVE_TARGET,CDK9
TG-02,drug_sample,PUTATIVE_TARGET,FLT3
TG-02,drug_sample,PUTATIVE_TARGET,JAK2
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC1
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC2
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC3
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC4
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC5
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC6
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC7
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC8
SCRIPTAID,drug_sample,PUTATIVE_TARGET,HDAC9
VE-821,drug_sample,PUTATIVE_TARGET,ATR
U-0126,drug_sample,PUTATIVE_TARGET,AKT1
U-0126,drug_sample,PUTATIVE_TARGET,CHEK1
U-0126,drug_sample,PUTATIVE_TARGET,GSK3B
U-0126,drug_sample,PUTATIVE_TARGET,LCK
U-0126,drug_sample,PUTATIVE_TARGET,MAP2K1
U-0126,drug_sample,PUTATIVE_TARGET,MAP2K2
U-0126,drug_sample,PUTATIVE_TARGET,MAP2K7
U-0126,drug_sample,PUTATIVE_TARGET,MAPK1
U-0126,drug_sample,PUTATIVE_TARGET,MAPK11
U-0126,drug_sample,PUTATIVE_TARGET,MAPK12
U-0126,drug_sample,PUTATIVE_TARGET,MAPK14
U-0126,drug_sample,PUTATIVE_TARGET,MAPK8
U-0126,drug_sample,PUTATIVE_TARGET,PRKCA
U-0126,drug_sample,PUTATIVE_TARGET,RAF1
U-0126,drug_sample,PUTATIVE_TARGET,ROCK1
U-0126,drug_sample,PUTATIVE_TARGET,RPS6KB1
U-0126,drug_sample,PUTATIVE_TARGET,SGK1
ZM-306416,drug_sample,PUTATIVE_TARGET,EGFR
ZM-306416,drug_sample,PUTATIVE_TARGET,FLT1
ZM-306416,drug_sample,PUTATIVE_TARGET,FLT4
ZM-306416,drug_sample,PUTATIVE_TARGET,KDR
RO-10-5824,drug_sample,PUTATIVE_TARGET,DRD4
FERB-033,drug_sample,PUTATIVE_TARGET,ERBB2
GW-441756,drug_sample,PUTATIVE_TARGET,NTRK1
CMPD-1,drug_sample,PUTATIVE_TARGET,GNRHR
CMPD-1,drug_sample,PUTATIVE_TARGET,MAPK14
AM-251,drug_sample,PUTATIVE_TARGET,CNR1
AM-251,drug_sample,PUTATIVE_TARGET,GPR18
AM-251,drug_sample,PUTATIVE_TARGET,GPR55
EMD-53998,drug_sample,PUTATIVE_TARGET,TNNC1
AMONAFIDE,drug_sample,PUTATIVE_TARGET,TOP2A
AMONAFIDE,drug_sample,PUTATIVE_TARGET,TOP2B
ZK-93423,drug_sample,PUTATIVE_TARGET,GABRA1
ZK-93423,drug_sample,PUTATIVE_TARGET,GABRA2
ZK-93423,drug_sample,PUTATIVE_TARGET,GABRA3
ZK-93423,drug_sample,PUTATIVE_TARGET,GABRA5
ZK-93423,drug_sample,PUTATIVE_TARGET,GABRB2
ZK-93423,drug_sample,PUTATIVE_TARGET,GABRG2
VANOXERINE,drug_sample,PUTATIVE_TARGET,SLC6A3
GSK461364,drug_sample,PUTATIVE_TARGET,PLK1
BMS-986020,drug_sample,PUTATIVE_TARGET,LPAR1
VLX600,drug_sample,PUTATIVE_TARGET,USP14
CGM097,drug_sample,PUTATIVE_TARGET,MDM2
BF2.649,drug_sample,PUTATIVE_TARGET,HRH3
TIOTIDINE,drug_sample,PUTATIVE_TARGET,HRH2
MK-0812,drug_sample,PUTATIVE_TARGET,CCR2
MK-2461,drug_sample,PUTATIVE_TARGET,FGFR1
MK-2461,drug_sample,PUTATIVE_TARGET,FGFR2
MK-2461,drug_sample,PUTATIVE_TARGET,FGFR3
MK-2461,drug_sample,PUTATIVE_TARGET,FLT1
MK-2461,drug_sample,PUTATIVE_TARGET,FLT3
MK-2461,drug_sample,PUTATIVE_TARGET,FLT4
MK-2461,drug_sample,PUTATIVE_TARGET,KDR
MK-2461,drug_sample,PUTATIVE_TARGET,MERTK
MK-2461,drug_sample,PUTATIVE_TARGET,MET
MK-2461,drug_sample,PUTATIVE_TARGET,MST1R
MK-2461,drug_sample,PUTATIVE_TARGET,NTRK1
MK-2461,drug_sample,PUTATIVE_TARGET,NTRK2
MK-2461,drug_sample,PUTATIVE_TARGET,PDGFRB
ICI-162846,drug_sample,PUTATIVE_TARGET,HRH2
SR-27897,drug_sample,PUTATIVE_TARGET,CCKAR
AMG-208,drug_sample,PUTATIVE_TARGET,MET
SALVINORIN-A,drug_sample,PUTATIVE_TARGET,OPRD1
SALVINORIN-A,drug_sample,PUTATIVE_TARGET,OPRK1
SALVINORIN-A,drug_sample,PUTATIVE_TARGET,OPRM1
TORCETRAPIB,drug_sample,PUTATIVE_TARGET,CETP
TECASTEMIZOLE,drug_sample,PUTATIVE_TARGET,KCNH2
VINCRISTINE,drug_sample,PUTATIVE_TARGET,TUBA4A
VINCRISTINE,drug_sample,PUTATIVE_TARGET,TUBB
UK-383367,drug_sample,PUTATIVE_TARGET,BMP1
TEMOCAPRIL,drug_sample,PUTATIVE_TARGET,ACE
STA-5326,drug_sample,PUTATIVE_TARGET,IL12A
TETRAHYDROURIDINE,drug_sample,PUTATIVE_TARGET,CDA
S-METHYLCYSTEINE,drug_sample,PUTATIVE_TARGET,CTSD
S-METHYLCYSTEINE,drug_sample,PUTATIVE_TARGET,MGMT
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CA
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CB
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CD
TG100-115,drug_sample,PUTATIVE_TARGET,PIK3CG
PF-05212384,drug_sample,PUTATIVE_TARGET,MTOR
PF-05212384,drug_sample,PUTATIVE_TARGET,PIK3CA
SB-2343,drug_sample,PUTATIVE_TARGET,MTOR
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CA
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CB
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CD
SB-2343,drug_sample,PUTATIVE_TARGET,PIK3CG
TAK-901,drug_sample,PUTATIVE_TARGET,AURKB
RESATORVID,drug_sample,PUTATIVE_TARGET,TLR4
CPI-1189,drug_sample,PUTATIVE_TARGET,TNF
LY2090314,drug_sample,PUTATIVE_TARGET,GSK3B
ETOMOXIR,drug_sample,PUTATIVE_TARGET,CPT1A
ABT-737,drug_sample,PUTATIVE_TARGET,BCL2
ABT-737,drug_sample,PUTATIVE_TARGET,BCL2L1
ABT-737,drug_sample,PUTATIVE_TARGET,BCL2L2
DOLASTATIN-10,drug_sample,PUTATIVE_TARGET,TUBB
IKK-2-INHIBITOR-V,drug_sample,PUTATIVE_TARGET,IKBKB
ERTEBEREL,drug_sample,PUTATIVE_TARGET,ESR1
ERTEBEREL,drug_sample,PUTATIVE_TARGET,ESR2
CYTOCHALASIN-B,drug_sample,PUTATIVE_TARGET,ACTB
SU014813,drug_sample,PUTATIVE_TARGET,KDR
FLUBENDAZOLE,drug_sample,PUTATIVE_TARGET,TUBB
OBIDOXIME,drug_sample,PUTATIVE_TARGET,ACHE
EFONIDIPINE-MONOETHANOLATE,drug_sample,PUTATIVE_TARGET,CACNA1C
EFONIDIPINE-MONOETHANOLATE,drug_sample,PUTATIVE_TARGET,CACNA1G
INDIPLON,drug_sample,PUTATIVE_TARGET,GABRA1
CL-218872,drug_sample,PUTATIVE_TARGET,GABRA1
CL-218872,drug_sample,PUTATIVE_TARGET,GABRA2
CL-218872,drug_sample,PUTATIVE_TARGET,GABRA3
CL-218872,drug_sample,PUTATIVE_TARGET,GABRA5
CL-218872,drug_sample,PUTATIVE_TARGET,GABRB2
CL-218872,drug_sample,PUTATIVE_TARGET,GABRG2
HYOSCYAMINE,drug_sample,PUTATIVE_TARGET,CHRM1
HYOSCYAMINE,drug_sample,PUTATIVE_TARGET,CHRM2
HYOSCYAMINE,drug_sample,PUTATIVE_TARGET,CHRM3
HYOSCYAMINE,drug_sample,PUTATIVE_TARGET,CHRM4
PIPERINE,drug_sample,PUTATIVE_TARGET,MAOA
PIPERINE,drug_sample,PUTATIVE_TARGET,MAOB
PIPERINE,drug_sample,PUTATIVE_TARGET,TRPV1
PF-04457845,drug_sample,PUTATIVE_TARGET,FAAH
TAGATOSE,drug_sample,PUTATIVE_TARGET,PYGL
OTS167,drug_sample,PUTATIVE_TARGET,MELK
SB-590885,drug_sample,PUTATIVE_TARGET,BRAF
SB-505124,drug_sample,PUTATIVE_TARGET,TGFBR1
VER-49009,drug_sample,PUTATIVE_TARGET,HSP90AA1
JZL-184,drug_sample,PUTATIVE_TARGET,MGLL
SB-216641,drug_sample,PUTATIVE_TARGET,HTR1A
SB-216641,drug_sample,PUTATIVE_TARGET,HTR1B
SB-216641,drug_sample,PUTATIVE_TARGET,HTR1D
SB-216641,drug_sample,PUTATIVE_TARGET,HTR2A
SB-216641,drug_sample,PUTATIVE_TARGET,HTR2B
SB-216641,drug_sample,PUTATIVE_TARGET,HTR2C
LDN-212854,drug_sample,PUTATIVE_TARGET,ABL1
LDN-212854,drug_sample,PUTATIVE_TARGET,ACVR1
LDN-212854,drug_sample,PUTATIVE_TARGET,RIPK2
P5091,drug_sample,PUTATIVE_TARGET,USP7
CCT137690,drug_sample,PUTATIVE_TARGET,AURKA
CCT137690,drug_sample,PUTATIVE_TARGET,AURKB
CCT137690,drug_sample,PUTATIVE_TARGET,AURKC
RS-504393,drug_sample,PUTATIVE_TARGET,CCL2
RS-504393,drug_sample,PUTATIVE_TARGET,CCR2
MGCD-265,drug_sample,PUTATIVE_TARGET,AXL
MGCD-265,drug_sample,PUTATIVE_TARGET,MET
REPSOX,drug_sample,PUTATIVE_TARGET,TGFBR1
PHA-767491,drug_sample,PUTATIVE_TARGET,CDK1
PHA-767491,drug_sample,PUTATIVE_TARGET,RPS6KB1
PP-121,drug_sample,PUTATIVE_TARGET,ABL1
PP-121,drug_sample,PUTATIVE_TARGET,EGFR
PP-121,drug_sample,PUTATIVE_TARGET,HCK
PP-121,drug_sample,PUTATIVE_TARGET,KDR
PP-121,drug_sample,PUTATIVE_TARGET,MTOR
PP-121,drug_sample,PUTATIVE_TARGET,PDGFRA
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CA
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CB
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CD
PP-121,drug_sample,PUTATIVE_TARGET,PIK3CG
PP-121,drug_sample,PUTATIVE_TARGET,PRKDC
PP-121,drug_sample,PUTATIVE_TARGET,SRC
4-CHLOROPHENYLGUANIDINE,drug_sample,PUTATIVE_TARGET,PLAUR
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,NHP2L1
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL10L
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL11
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL13A
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL15
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL19
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL23
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL23A
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL26L1
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL3
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL37
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RPL8
ANISOMYCIN,drug_sample,PUTATIVE_TARGET,RSL24D1
VU0364770,drug_sample,PUTATIVE_TARGET,GRM4
NOCODAZOLE,drug_sample,PUTATIVE_TARGET,HPGDS
GTP-14564,drug_sample,PUTATIVE_TARGET,CSF1R
GTP-14564,drug_sample,PUTATIVE_TARGET,FLT3
GTP-14564,drug_sample,PUTATIVE_TARGET,KIT
GTP-14564,drug_sample,PUTATIVE_TARGET,PDGFRB
TORIN-1,drug_sample,PUTATIVE_TARGET,MTOR
TYRPHOSTIN-AG-1296,drug_sample,PUTATIVE_TARGET,FLT3
PJ-34,drug_sample,PUTATIVE_TARGET,EEF2
PJ-34,drug_sample,PUTATIVE_TARGET,PARP1
PJ-34,drug_sample,PUTATIVE_TARGET,PARP15
PJ-34,drug_sample,PUTATIVE_TARGET,PARP3
IKK-16,drug_sample,PUTATIVE_TARGET,IKBKB
MEK1-2-INHIBITOR,drug_sample,PUTATIVE_TARGET,MAP2K2
8-HYDROXY-PIPAT,drug_sample,PUTATIVE_TARGET,DRD2
8-HYDROXY-PIPAT,drug_sample,PUTATIVE_TARGET,DRD3
RS-17053,drug_sample,PUTATIVE_TARGET,ADRA1A
RS-17053,drug_sample,PUTATIVE_TARGET,ADRA1D
WP1130,drug_sample,PUTATIVE_TARGET,JAK2
WP1130,drug_sample,PUTATIVE_TARGET,UCHL5
WP1130,drug_sample,PUTATIVE_TARGET,USP14
WP1130,drug_sample,PUTATIVE_TARGET,USP9X
CD-437,drug_sample,PUTATIVE_TARGET,RARG
SB-431542,drug_sample,PUTATIVE_TARGET,ACVR1C
SB-431542,drug_sample,PUTATIVE_TARGET,TGFBR1
LY364947,drug_sample,PUTATIVE_TARGET,TGFBR1
PPT,drug_sample,PUTATIVE_TARGET,ESR1
CGP-52411,drug_sample,PUTATIVE_TARGET,EGFR
PQ-401,drug_sample,PUTATIVE_TARGET,IGF1R
GW-788388,drug_sample,PUTATIVE_TARGET,LCK
GW-788388,drug_sample,PUTATIVE_TARGET,MAPK14
GW-788388,drug_sample,PUTATIVE_TARGET,TGFBR1
TORIN-2,drug_sample,PUTATIVE_TARGET,MTOR
PP-1,drug_sample,PUTATIVE_TARGET,HCK
PP-1,drug_sample,PUTATIVE_TARGET,RET
"L-798,106",drug_sample,PUTATIVE_TARGET,PTGER3
DESOXYCORTONE,drug_sample,PUTATIVE_TARGET,NR3C1
DESOXYCORTONE,drug_sample,PUTATIVE_TARGET,NR3C2
STF-118804,drug_sample,PUTATIVE_TARGET,NAMPT
SECURININE,drug_sample,PUTATIVE_TARGET,GABRA1
NMS-873,drug_sample,PUTATIVE_TARGET,VCP
KY02111,drug_sample,PUTATIVE_TARGET,DKK1
BNTX,drug_sample,PUTATIVE_TARGET,OPRD1
BNTX,drug_sample,PUTATIVE_TARGET,OPRK1
BNTX,drug_sample,PUTATIVE_TARGET,OPRM1
WHI-P154,drug_sample,PUTATIVE_TARGET,EGFR
WHI-P154,drug_sample,PUTATIVE_TARGET,JAK1
WHI-P154,drug_sample,PUTATIVE_TARGET,JAK2
WHI-P154,drug_sample,PUTATIVE_TARGET,JAK3
RO-04-5595,drug_sample,PUTATIVE_TARGET,GRIN2B
PSB-1115,drug_sample,PUTATIVE_TARGET,ADORA1
PSB-1115,drug_sample,PUTATIVE_TARGET,ADORA2B
PSB-1115,drug_sample,PUTATIVE_TARGET,ADORA3
