drug,source,field,token,theme
BLEOMYCIN (10 UM),drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
AZD6738,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
AZD6738,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
AZD5438,drug_sample,PUTATIVE_TARGET,KCNH2,ION_CHANNEL_TRANSPORTER
AZD5438,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
AZD6094,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
AZD6094,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
AZD4877,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
EPHB4_9721,drug_sample,PUTATIVE_TARGET,EPHB4,EPH_RECEPTOR_SIGNALING
EPHB4_9721,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
AZD8931,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
AZD8931,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
AZD8931,drug_sample,PUTATIVE_TARGET,ERBB3,ERBB_EGFR_FAMILY_RTK
AZD8931,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
FEN1_3940,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
FGFR_0939,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
FGFR_3831,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
AZD5582,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
MCT1_6447,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
AZD2014,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
AZD2014,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AZD2014,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
AZD8186,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AZD8186,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
AZD8835,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AZD8835,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
PI3KA_4409,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
PI3KA_4409,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
PLK_6522,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
RAF_9304,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
RAF_9304,drug_sample,PUTATIVE_TARGET,CRAF,MAP2K_MEK_ERK_RAF_CASCADE
RAF_9304,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
PARP_9495,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
PARP_0108,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
PARP_9482,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
TANK_1366,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
AZD1332,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
TTK_3146,drug_sample,PATHWAY_NAME,Mitosis,CELL_CYCLE_MITOSIS_KINASE
SN-38,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
PFI-3,drug_sample,PUTATIVE_TARGET,SMARCA2,CHROMATIN_EPIGENETIC
PFI-3,drug_sample,PUTATIVE_TARGET,SMARCA4,CHROMATIN_EPIGENETIC
PFI-3,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
I-CBP112,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
CAMPTOTHECIN,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
STAUROSPORINE,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
IRINOTECAN,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
OXALIPLATIN,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
NIRAPARIB,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
MK-1775,drug_sample,PUTATIVE_TARGET,WEE1,PARP_DNA_REPAIR_CHECKPOINT
MK-1775,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
DINACICLIB,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
EPZ004777,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
EPIRUBICIN,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
CYCLOPHOSPHAMIDE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
SAPITINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
SAPITINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
SAPITINIB,drug_sample,PUTATIVE_TARGET,ERBB3,ERBB_EGFR_FAMILY_RTK
SAPITINIB,drug_sample,PATHWAY_NAME,EGFR signaling,ERBB_EGFR_FAMILY_RTK
UPROSERTIB,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
UPROSERTIB,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
UPROSERTIB,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
UPROSERTIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
UPROSERTIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
ALPELISIB,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
ALPELISIB,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
ALPELISIB,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
ALPELISIB,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
ALPELISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
ALPELISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
TASELISIB,drug_sample,PUTATIVE_TARGET,PI3K (beta sparing),PI3K_AKT_MTOR
TASELISIB,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
TASELISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
TASELISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
EPZ5676,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
SCH772984,drug_sample,PUTATIVE_TARGET,ERK1,MAP2K_MEK_ERK_RAF_CASCADE
SCH772984,drug_sample,PUTATIVE_TARGET,ERK2,MAP2K_MEK_ERK_RAF_CASCADE
SCH772984,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
LEFLUNOMIDE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
GSK2801,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
BROMOSPORINE,drug_sample,PUTATIVE_TARGET,BRD2,CHROMATIN_EPIGENETIC
BROMOSPORINE,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
BROMOSPORINE,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
SGC-CBP30,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
GSK-LSD1,drug_sample,PUTATIVE_TARGET,KDM1,CHROMATIN_EPIGENETIC
GSK-LSD1,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
BDOCA000347A,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
BDF00022089A,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
BDILV000379A,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
VE-822,drug_sample,PUTATIVE_TARGET,ATM,PARP_DNA_REPAIR_CHECKPOINT
VE-822,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
VE-822,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
VE-822,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
VE-822,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
CZC24832,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
CZC24832,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
PFI3,drug_sample,PUTATIVE_TARGET,SMARCA2,CHROMATIN_EPIGENETIC
PFI3,drug_sample,PUTATIVE_TARGET,SMARCA4,CHROMATIN_EPIGENETIC
PFI3,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
PCI-34051,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
RVX-208,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
RVX-208,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
OTX015,drug_sample,PUTATIVE_TARGET,BRD2,CHROMATIN_EPIGENETIC
OTX015,drug_sample,PUTATIVE_TARGET,BRD3,CHROMATIN_EPIGENETIC
OTX015,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
OTX015,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
GSK343,drug_sample,PUTATIVE_TARGET,EZH2,CHROMATIN_EPIGENETIC
GSK343,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
ML323,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEOSTASIS
ENTOSPLETINIB,drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
PRT062607,drug_sample,PUTATIVE_TARGET,FGR,SRC_LCK_NONRECEPTOR_TK
PRT062607,drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
RIBOCICLIB,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
AZD5153,drug_sample,PUTATIVE_TARGET,BRD4,CHROMATIN_EPIGENETIC
AZD5153,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
CDK9_5576,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
CDK9_5038,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
ERK_2440,drug_sample,PUTATIVE_TARGET,ERK1,MAP2K_MEK_ERK_RAF_CASCADE
ERK_2440,drug_sample,PUTATIVE_TARGET,ERK2,MAP2K_MEK_ERK_RAF_CASCADE
ERK_2440,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
ERK_6604,drug_sample,PUTATIVE_TARGET,ERK1,MAP2K_MEK_ERK_RAF_CASCADE
ERK_6604,drug_sample,PUTATIVE_TARGET,ERK2,MAP2K_MEK_ERK_RAF_CASCADE
ERK_6604,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
AZD5991,drug_sample,PUTATIVE_TARGET,MCL1,APOPTOSIS_BCL2
AZD5991,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
GSK2110183B,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
GSK2110183B,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
GSK2110183B,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
GSK2110183B,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
GSK2110183B,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
IBRUTINIB,drug_sample,PUTATIVE_TARGET,BLK,SRC_LCK_NONRECEPTOR_TK
TOPOTECAN,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
TENIPOSIDE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
MITOXANTRONE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
FLUDARABINE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
NELARABINE,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
ROMIDEPSIN,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
LMP744,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
SABUTOCLAX,drug_sample,PUTATIVE_TARGET,BCL-XL,APOPTOSIS_BCL2
SABUTOCLAX,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
SABUTOCLAX,drug_sample,PUTATIVE_TARGET,MCL1,APOPTOSIS_BCL2
SABUTOCLAX,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
OF-1,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
KRAS (G12C) INHIBITOR-12,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
BUPARLISIB,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
BUPARLISIB,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
BUPARLISIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
BUPARLISIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
ULIXERTINIB,drug_sample,PUTATIVE_TARGET,ERK1,MAP2K_MEK_ERK_RAF_CASCADE
ULIXERTINIB,drug_sample,PUTATIVE_TARGET,ERK2,MAP2K_MEK_ERK_RAF_CASCADE
ULIXERTINIB,drug_sample,PATHWAY_NAME,ERK MAPK signaling,MAP2K_MEK_ERK_RAF_CASCADE
VENETOCLAX,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
VENETOCLAX,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
ABT737,drug_sample,PUTATIVE_TARGET,BCL-XL,APOPTOSIS_BCL2
ABT737,drug_sample,PUTATIVE_TARGET,BCL2,APOPTOSIS_BCL2
ABT737,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
AFURESERTIB,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
AFURESERTIB,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
AFURESERTIB,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
AFURESERTIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AFURESERTIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
AZD3759,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
AZD3759,drug_sample,PATHWAY_NAME,EGFR signaling,ERBB_EGFR_FAMILY_RTK
AZD5363,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
AZD5363,drug_sample,PUTATIVE_TARGET,AKT2,PI3K_AKT_MTOR
AZD5363,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
OSIMERTINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
OSIMERTINIB,drug_sample,PATHWAY_NAME,EGFR signaling,ERBB_EGFR_FAMILY_RTK
CEDIRANIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CEDIRANIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CEDIRANIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CEDIRANIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CEDIRANIB,drug_sample,PUTATIVE_TARGET,VEGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
CEDIRANIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
IPATASERTIB,drug_sample,PUTATIVE_TARGET,AKT,PI3K_AKT_MTOR
IPATASERTIB,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
IPATASERTIB,drug_sample,PUTATIVE_TARGET,AKT3,PI3K_AKT_MTOR
IPATASERTIB,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
IPATASERTIB,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
GNE-317,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
GNE-317,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
I-BRD9,drug_sample,PATHWAY_NAME,Chromatin other,CHROMATIN_EPIGENETIC
TELOMERASE INHIBITOR IX,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
P22077,drug_sample,PATHWAY_NAME,Protein stability and degradation,PROTEOSTASIS
SAVOLITINIB,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
SAVOLITINIB,drug_sample,PATHWAY_NAME,RTK signaling,RTK_SIGNALING_BROAD
UMI-77,drug_sample,PUTATIVE_TARGET,MCL1,APOPTOSIS_BCL2
UMI-77,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
WEHI-539,drug_sample,PUTATIVE_TARGET,BCL-XL,APOPTOSIS_BCL2
WEHI-539,drug_sample,PATHWAY_NAME,Apoptosis regulation,APOPTOSIS_BCL2
AGK2,drug_sample,PATHWAY_NAME,Chromatin histone acetylation,CHROMATIN_EPIGENETIC
BIBR-1532,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
PYRIDOSTATIN,drug_sample,PATHWAY_NAME,DNA replication,DNA_REPLICATION_GENOME_INTEGRITY
AMG-319,drug_sample,PUTATIVE_TARGET,PI3K (beta sparing),PI3K_AKT_MTOR
AMG-319,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AMG-319,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
MK-8776,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
MK-8776,drug_sample,PUTATIVE_TARGET,CHEK2,PARP_DNA_REPAIR_CHECKPOINT
MK-8776,drug_sample,PATHWAY_NAME,Cell cycle,CELL_CYCLE_MITOSIS_KINASE
LJI308,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
LJI308,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
GSK591,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
VE821,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
VE821,drug_sample,PATHWAY_NAME,Genome integrity,DNA_REPLICATION_GENOME_INTEGRITY
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM3A,CHROMATIN_EPIGENETIC
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4A,CHROMATIN_EPIGENETIC
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4C,CHROMATIN_EPIGENETIC
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM4E,CHROMATIN_EPIGENETIC
CT7033-2,drug_sample,PUTATIVE_TARGET,KDM6B,CHROMATIN_EPIGENETIC
CT7033-2,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
GSK-LSD1-2HCL,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
A-366,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
CPI-637,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
UNC0379,drug_sample,PATHWAY_NAME,Chromatin histone methylation,CHROMATIN_EPIGENETIC
AT13148,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
AT13148,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
AT13148,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
THR-101,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
THR-101,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
THR-102,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
THR-102,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
THR-103,drug_sample,PATHWAY_NAME,MTOR signaling,PI3K_AKT_MTOR
THR-103,drug_sample,PATHWAY_NAME,PI3K,PI3K_AKT_MTOR
LITRONESIB,drug_sample,PUTATIVE_TARGET,KIF11,CELL_CYCLE_MITOSIS_KINASE
TALMAPIMOD,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
TALMAPIMOD,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
MLN0128,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
MLN0128,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
EVEROLIMUS,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
FILANESIB,drug_sample,PUTATIVE_TARGET,KIF11,CELL_CYCLE_MITOSIS_KINASE
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
PEXIDARTINIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
VEMURAFENIB,drug_sample,PUTATIVE_TARGET,BRAF,MAP2K_MEK_ERK_RAF_CASCADE
TIVANTINIB,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
AVL-292,drug_sample,PUTATIVE_TARGET,YES1,SRC_LCK_NONRECEPTOR_TK
BRIGATINIB,drug_sample,PUTATIVE_TARGET,ALK,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
BRIGATINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
AS-703026,drug_sample,PUTATIVE_TARGET,MAP2K1,MAP2K_MEK_ERK_RAF_CASCADE
AS-703026,drug_sample,PUTATIVE_TARGET,MAP2K2,MAP2K_MEK_ERK_RAF_CASCADE
AMG-337,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
GOLVATINIB,drug_sample,PUTATIVE_TARGET,MET,MET_HGF_RTK
VX-745,drug_sample,PUTATIVE_TARGET,MAPK11,JNK_P38_STRESS_MAPK
VX-745,drug_sample,PUTATIVE_TARGET,MAPK12,JNK_P38_STRESS_MAPK
VX-745,drug_sample,PUTATIVE_TARGET,MAPK14,JNK_P38_STRESS_MAPK
DOVITINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT1,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
DOVITINIB,drug_sample,PUTATIVE_TARGET,FLT4,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
DOVITINIB,drug_sample,PUTATIVE_TARGET,KIT,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
ISPINESIB,drug_sample,PUTATIVE_TARGET,KIF11,CELL_CYCLE_MITOSIS_KINASE
CANERTINIB,drug_sample,PUTATIVE_TARGET,AKT1,PI3K_AKT_MTOR
CANERTINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
CANERTINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
CANERTINIB,drug_sample,PUTATIVE_TARGET,ERBB4,ERBB_EGFR_FAMILY_RTK
GDC-0980,drug_sample,PUTATIVE_TARGET,FGR,SRC_LCK_NONRECEPTOR_TK
GDC-0980,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
GDC-0980,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
GDC-0980,drug_sample,PUTATIVE_TARGET,SYK,SRC_LCK_NONRECEPTOR_TK
NERATINIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
NERATINIB,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
ALVOCIDIB,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
CP-724714,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
SCH-900776,drug_sample,PUTATIVE_TARGET,CHEK1,PARP_DNA_REPAIR_CHECKPOINT
BMS-690514,drug_sample,PUTATIVE_TARGET,EGFR,ERBB_EGFR_FAMILY_RTK
BMS-690514,drug_sample,PUTATIVE_TARGET,ERBB2,ERBB_EGFR_FAMILY_RTK
BMS-690514,drug_sample,PUTATIVE_TARGET,FLT3,VEGFR_FGFR_PDGFR_KIT_FLT_RTK
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,ATR,PARP_DNA_REPAIR_CHECKPOINT
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,MTOR,PI3K_AKT_MTOR
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CD,PI3K_AKT_MTOR
NVP-BEZ235,drug_sample,PUTATIVE_TARGET,PIK3CG,PI3K_AKT_MTOR
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CA,PI3K_AKT_MTOR
COPANLISIB,drug_sample,PUTATIVE_TARGET,PIK3CB,PI3K_AKT_MTOR
