feature,raw_token,pvalue,fdr_bh,odds_ratio,log2_odds_ratio,effect_direction,n_drugs_supporting_token,threshold
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP16,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP16,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_3,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_4,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-4,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_4,RIBOSOMAL PROTEIN S6 KINASE ALPHA-4,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_17A,SERINE/THREONINE-PROTEIN KINASE 17A,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_3,SERINE/THREONINE-PROTEIN KINASE 3,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_N2,SERINE/THREONINE-PROTEIN KINASE N2,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_1,SERINE/THREONINE-PROTEIN KINASE PIM-1,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_3,SERINE/THREONINE-PROTEIN KINASE PIM-3,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SBK1,SERINE/THREONINE-PROTEIN KINASE SBK1,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK3,SERINE/THREONINE-PROTEIN KINASE ULK3,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_TYROSINE_PROTEIN_KINASE_JAK1,TYROSINE-PROTEIN KINASE JAK1,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_TYROSINE_PROTEIN_KINASE_JAK2,TYROSINE-PROTEIN KINASE JAK2,1.0,1.0,2.0,0.7369655941662062,enriched_in_improve,3,0.005
rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_1,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_2,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-2,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2B,5-HYDROXYTRYPTAMINE RECEPTOR 2B,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_ACTIVIN_RECEPTOR_TYPE_1,ACTIVIN RECEPTOR TYPE-1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_ADENOSINE_RECEPTOR_A1,ADENOSINE RECEPTOR A1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_ALPHA_2A_ADRENERGIC_RECEPTOR,ALPHA-2A ADRENERGIC RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_BCL2,BCL2,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_BRAF,BRAF,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_BRD4,BRD4,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_BROMODOMAIN_TESTIS_SPECIFIC_PROTEIN,BROMODOMAIN TESTIS-SPECIFIC PROTEIN,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_1,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_2,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 2,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1G,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1G,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CGMP_INHIBITED_3_5_CYCLIC_PHOSPHODIESTERASE_3A,"CGMP-INHIBITED 3',5'-CYCLIC PHOSPHODIESTERASE 3A",1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CHROMATIN_OTHER,CHROMATIN OTHER,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CYCLIN_DEPENDENT_KINASE_1,CYCLIN-DEPENDENT KINASE 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CYCLIN_DEPENDENT_KINASE_3,CYCLIN-DEPENDENT KINASE 3,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_CYCLIN_DEPENDENT_KINASE_LIKE_2,CYCLIN-DEPENDENT KINASE-LIKE 2,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_1,DEATH-ASSOCIATED PROTEIN KINASE 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_DELTA_TYPE_OPIOID_RECEPTOR,DELTA-TYPE OPIOID RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_D_3_DOPAMINE_RECEPTOR,D(3) DOPAMINE RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_EPHRIN_TYPE_A_RECEPTOR_8,EPHRIN TYPE-A RECEPTOR 8,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_ESR1,ESR1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_ESR2,ESR2,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_ESTROGEN_RECEPTOR,ESTROGEN RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_ESTROGEN_RECEPTOR_BETA,ESTROGEN RECEPTOR BETA,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_GLUCOCORTICOID_RECEPTOR,GLUCOCORTICOID RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_GPER1,GPER1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_G_PROTEIN_COUPLED_RECEPTOR_KINASE_4,G PROTEIN-COUPLED RECEPTOR KINASE 4,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_HISTAMINE_H3_RECEPTOR,HISTAMINE H3 RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_HORMONALLY_UP_REGULATED_NEU_TUMOR_ASSOCIATED_KINASE,HORMONALLY UP-REGULATED NEU TUMOR-ASSOCIATED KINASE,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_HORMONE_RELATED,HORMONE-RELATED,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR,INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_INSULIN_RECEPTOR,INSULIN RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_INTERFERON_INDUCED_DOUBLE_STRANDED_RNA_ACTIVATED_PROTEIN_KINASE,"INTERFERON-INDUCED, DOUBLE-STRANDED RNA-ACTIVATED PROTEIN KINASE",1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_KAPPA_TYPE_OPIOID_RECEPTOR,KAPPA-TYPE OPIOID RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MAP_KINASE_ACTIVATED_PROTEIN_KINASE_2,MAP KINASE-ACTIVATED PROTEIN KINASE 2,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_3,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_4,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 4,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_1,MITOGEN-ACTIVATED PROTEIN KINASE 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_11,MITOGEN-ACTIVATED PROTEIN KINASE 11,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_11,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_12,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M1,MUSCARINIC ACETYLCHOLINE RECEPTOR M1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M3,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MYOSIN_IIIA,MYOSIN-IIIA,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_SMOOTH_MUSCLE,"MYOSIN LIGHT CHAIN KINASE, SMOOTH MUSCLE",1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_MYOTONIN_PROTEIN_KINASE,MYOTONIN-PROTEIN KINASE,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_NON_RECEPTOR_TYROSINE_PROTEIN_KINASE_TNK1,NON-RECEPTOR TYROSINE-PROTEIN KINASE TNK1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_NTRK1,NTRK1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_PHOSPHATIDYLINOSITOL_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_GAMMA,PHOSPHATIDYLINOSITOL 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT GAMMA,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_4_KINASE_TYPE_2_GAMMA,PHOSPHATIDYLINOSITOL 5-PHOSPHATE 4-KINASE TYPE-2 GAMMA,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_PROTEIN_DELTA_HOMOLOG_1,PROTEIN DELTA HOMOLOG 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP11,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP11,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP15,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP15,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP8,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP8,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_ROS,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ROS,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_RAC_ALPHA_SERINE_THREONINE_PROTEIN_KINASE,RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_4,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 4,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_RIBOSYLDIHYDRONICOTINAMIDE_DEHYDROGENASE_QUINONE,RIBOSYLDIHYDRONICOTINAMIDE DEHYDROGENASE [QUINONE],1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_17B,SERINE/THREONINE-PROTEIN KINASE 17B,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_35,SERINE/THREONINE-PROTEIN KINASE 35,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ATR,SERINE/THREONINE-PROTEIN KINASE ATR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_BRSK1,SERINE/THREONINE-PROTEIN KINASE BRSK1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D1,SERINE/THREONINE-PROTEIN KINASE D1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ICK,SERINE/THREONINE-PROTEIN KINASE ICK,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_N1,SERINE/THREONINE-PROTEIN KINASE N1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO1,SERINE/THREONINE-PROTEIN KINASE RIO1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO3,SERINE/THREONINE-PROTEIN KINASE RIO3,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK3,SERINE/THREONINE-PROTEIN KINASE SIK3,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TNNI3K,SERINE/THREONINE-PROTEIN KINASE TNNI3K,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK1,SERINE/THREONINE-PROTEIN KINASE ULK1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK2,SERINE/THREONINE-PROTEIN KINASE ULK2,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SRSF_PROTEIN_KINASE_1,SRSF PROTEIN KINASE 1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SRSF_PROTEIN_KINASE_3,SRSF PROTEIN KINASE 3,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_STEROID_HORMONE_RECEPTOR_ERR1,STEROID HORMONE RECEPTOR ERR1,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_SUBSTANCE_K_RECEPTOR,SUBSTANCE-K RECEPTOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_TYROSINE_PROTEIN_KINASE_ITK_TSK,TYROSINE-PROTEIN KINASE ITK/TSK,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET_INHIBITOR,TYROSINE-PROTEIN KINASE RECEPTOR RET INHIBITOR,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_TYROSINE_PROTEIN_KINASE_SYK,TYROSINE-PROTEIN KINASE SYK,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_TYROSINE_PROTEIN_KINASE_TEC,TYROSINE-PROTEIN KINASE TEC,1.0,1.0,0.9583333333333334,-0.06012099243757091,enriched_in_worsen,2,0.005
rawtok_GLYCOGEN_SYNTHASE_KINASE_3_BETA,GLYCOGEN SYNTHASE KINASE-3 BETA,0.07843137254901959,1.0,0.0,-3.4100194245122193,enriched_in_worsen,3,0.01
rawtok_CYCLIN_G_ASSOCIATED_KINASE,CYCLIN-G-ASSOCIATED KINASE,0.11314828961887782,1.0,inf,3.169925001442312,enriched_in_improve,4,0.01
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_5,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5,0.11314828961887782,1.0,inf,3.169925001442312,enriched_in_improve,4,0.01
rawtok_EPHRIN_TYPE_B_RECEPTOR_6,EPHRIN TYPE-B RECEPTOR 6,0.11314828961887782,1.0,inf,3.169925001442312,enriched_in_improve,4,0.01
rawtok_RECEPTOR_TYROSINE_PROTEIN_KINASE_ERBB_2,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-2,0.11314828961887782,1.0,inf,3.169925001442312,enriched_in_improve,4,0.01
rawtok_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_4A,"3',5'-CYCLIC-AMP PHOSPHODIESTERASE 4A",0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_BDNF_NT_3_GROWTH_FACTORS_RECEPTOR,BDNF/NT-3 GROWTH FACTORS RECEPTOR,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_BETA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT BETA,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_CYCLIN_DEPENDENT_KINASE_5,CYCLIN-DEPENDENT KINASE 5,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_MITOSIS,MITOSIS,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_PAIRED_BOX_PROTEIN_PAX_8,PAIRED BOX PROTEIN PAX-8,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_RHO_ASSOCIATED_PROTEIN_KINASE_2,RHO-ASSOCIATED PROTEIN KINASE 2,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_TUMOR_NECROSIS_FACTOR,TUMOR NECROSIS FACTOR,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TYRO3,TYROSINE-PROTEIN KINASE RECEPTOR TYRO3,0.19047619047619044,1.0,0.0,-2.821499104377874,enriched_in_worsen,2,0.01
rawtok_CASEIN_KINASE_I_ISOFORM_EPSILON,CASEIN KINASE I ISOFORM EPSILON,0.23809523809523803,1.0,inf,2.722466024471091,enriched_in_improve,3,0.01
rawtok_HOMEODOMAIN_INTERACTING_PROTEIN_KINASE_4,HOMEODOMAIN-INTERACTING PROTEIN KINASE 4,0.23809523809523803,1.0,inf,2.722466024471091,enriched_in_improve,3,0.01
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_1,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 1,0.23809523809523803,1.0,inf,2.722466024471091,enriched_in_improve,3,0.01
rawtok_MELANOCORTIN_RECEPTOR_3,MELANOCORTIN RECEPTOR 3,0.23809523809523803,1.0,inf,2.722466024471091,enriched_in_improve,3,0.01
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_19,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 19,0.23809523809523803,1.0,inf,2.722466024471091,enriched_in_improve,3,0.01
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_UFO,TYROSINE-PROTEIN KINASE RECEPTOR UFO,0.23809523809523803,1.0,inf,2.722466024471091,enriched_in_improve,3,0.01
rawtok_TYROSINE_PROTEIN_KINASE_TXK,TYROSINE-PROTEIN KINASE TXK,0.23809523809523803,1.0,inf,2.722466024471091,enriched_in_improve,3,0.01
rawtok_BILE_SALT_EXPORT_PUMP,BILE SALT EXPORT PUMP,0.3548934725405313,1.0,3.75,1.494764691749578,enriched_in_improve,5,0.01
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_10,MITOGEN-ACTIVATED PROTEIN KINASE 10,0.3548934725405313,1.0,3.75,1.494764691749578,enriched_in_improve,5,0.01
rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR,HEPATOCYTE GROWTH FACTOR RECEPTOR,0.42642746248059327,1.0,2.3333333333333335,1.0412882084906319,enriched_in_improve,7,0.01
rawtok_TYROSINE_PROTEIN_KINASE_LCK,TYROSINE-PROTEIN KINASE LCK,0.42642746248059327,1.0,2.3333333333333335,1.0412882084906319,enriched_in_improve,7,0.01
rawtok_VOLTAGE_GATED_INWARDLY_RECTIFYING_POTASSIUM_CHANNEL_KCNH2,VOLTAGE-GATED INWARDLY RECTIFYING POTASSIUM CHANNEL KCNH2,0.42642746248059327,1.0,2.3333333333333335,1.0412882084906319,enriched_in_improve,7,0.01
rawtok_2_AND_3_INHIBITOR,2 AND 3 INHIBITOR,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_ALPHA_2B_ADRENERGIC_RECEPTOR,ALPHA-2B ADRENERGIC RECEPTOR,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_APOPTOSIS_REGULATOR_BCL_2,APOPTOSIS REGULATOR BCL-2,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_BETA_1_ADRENERGIC_RECEPTOR,BETA-1 ADRENERGIC RECEPTOR,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_CASEIN_KINASE_I_ISOFORM_DELTA,CASEIN KINASE I ISOFORM DELTA,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_2,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 2,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_EGFR,EGFR,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_EGFR_SIGNALING,EGFR SIGNALING,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_ERK_MAPK_SIGNALING,ERK MAPK SIGNALING,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_FERROCHELATASE_MITOCHONDRIAL,"FERROCHELATASE, MITOCHONDRIAL",0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 3,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_LIM_DOMAIN_KINASE_1,LIM DOMAIN KINASE 1,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3,0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_2_SKELETAL_CARDIAC_MUSCLE,"MYOSIN LIGHT CHAIN KINASE 2, SKELETAL/CARDIAC MUSCLE",0.492063492063492,1.0,inf,2.156868848616866,enriched_in_improve,2,0.01
