feature,raw_token,theme,theme_mapping_status,log2_odds_ratio,minus_log10_p,pvalue,n_drugs_supporting_token,support_rate_total,effect_direction,lodo_sign_consistency,lodo_p_lt_0_05_rate,lodo_majority_direction,threshold_sign_consistency,threshold_p_lt_0_05_rate,threshold_majority_direction,token_effect_sign,abs_log2_odds_ratio,theme_majority_token_direction,theme_majority_token_sign,passes_support,passes_effect_size,passes_lodo,passes_threshold,aligns_with_theme_direction,token_keep_flag
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET_INHIBITOR,TYROSINE-PROTEIN KINASE RECEPTOR RET INHIBITOR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped,,,,,,,,,,1.0,0.0,enriched_in_worsen,0,,enriched_in_improve,1,False,False,False,True,False,False
rawtok_WEE1_LIKE_PROTEIN_KINASE,WEE1-LIKE PROTEIN KINASE,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_WEE1_LIKE_PROTEIN_KINASE_2,WEE1-LIKE PROTEIN KINASE 2,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_ABCB11,ABCB11,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_APOPTOSIS_REGULATOR_BCL_2_INHIBITOR,APOPTOSIS REGULATOR BCL-2 INHIBITOR,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_APOPTOSIS_REGULATOR_BCL_W_INHIBITOR,APOPTOSIS REGULATOR BCL-W INHIBITOR,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_APOPTOSIS_REGULATOR_BCL_X_INHIBITOR,APOPTOSIS REGULATOR BCL-X INHIBITOR,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BAX,BAX,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BAX_ACTIVATOR,BAX ACTIVATOR,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BCL_2_SELECTIVE,BCL-2 SELECTIVE,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BCL_2_LIKE_PROTEIN_1,BCL-2-LIKE PROTEIN 1,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BCL_2_LIKE_PROTEIN_2,BCL-2-LIKE PROTEIN 2,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BCL2_ASSOCIATED_AGONIST_OF_CELL_DEATH,BCL2-ASSOCIATED AGONIST OF CELL DEATH,APOPTOSIS_BCL2,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_BET,BET,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_C_FGR,C-FGR,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CASEIN_KINASE_I_ISOFORM_ALPHA,CASEIN KINASE I ISOFORM ALPHA,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CASEIN_KINASE_I_ISOFORM_GAMMA_2,CASEIN KINASE I ISOFORM GAMMA-2,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CASEIN_KINASE_II_SUBUNIT_BETA,CASEIN KINASE II SUBUNIT BETA,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CDK,CDK,CELL_CYCLE_MITOSIS_KINASE,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_CRAF,CRAF,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_CRL4_CRBN_E3_UBIQUITIN_LIGASE_INHIBITOR,CRL4(CRBN) E3 UBIQUITIN LIGASE INHIBITOR,PROTEOSTASIS,mapped,,,,,,,,,,,,,0,,neutral_or_missing,0,False,False,False,False,False,False
rawtok_DNA_DAMAGE,DNA DAMAGE,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_MEK1_2_INHIBITO,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE; MEK1/2 INHIBITOR,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_E3_UBIQUITIN_PROTEIN_LIGASE_MDM2,E3 UBIQUITIN-PROTEIN LIGASE MDM2,PROTEOSTASIS,mapped,,,,,,,,,,,,,0,,neutral_or_missing,0,False,False,False,False,False,False
rawtok_EPHA1,EPHA1,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHA10,EPHA10,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHA3,EPHA3,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHA4,EPHA4,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHA5,EPHA5,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHA6,EPHA6,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHA7,EPHA7,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHA8,EPHA8,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHB1,EPHB1,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHB2,EPHB2,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHB3,EPHB3,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHB6,EPHB6,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPHRINS,EPHRINS,EPH_RECEPTOR_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_ERBB1_INHIBITOR,EPIDERMAL GROWTH FACTOR RECEPTOR ERBB1 INHIBITOR,ERBB_EGFR_FAMILY_RTK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_FGFR,FGFR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_GSK3,GSK3,SER_THR_KINASE_SIGNALING,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_HDAC_INHIBITOR_CLASS_I,HDAC INHIBITOR CLASS I,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HEAT_SHOCK_PROTEIN_HSP90_INHIBITOR,HEAT SHOCK PROTEIN HSP90 INHIBITOR,PROTEOSTASIS,mapped,,,,,,,,,,,,,0,,neutral_or_missing,0,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_1,HISTONE DEACETYLASE 1,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_1_INHIBITOR,HISTONE DEACETYLASE 1 INHIBITOR,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_11,HISTONE DEACETYLASE 11,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_2,HISTONE DEACETYLASE 2,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_2_INHIBITOR,HISTONE DEACETYLASE 2 INHIBITOR,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_3,HISTONE DEACETYLASE 3,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_3_INHIBITOR,HISTONE DEACETYLASE 3 INHIBITOR,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_4,HISTONE DEACETYLASE 4,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_5,HISTONE DEACETYLASE 5,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_6_INHIBITOR,HISTONE DEACETYLASE 6 INHIBITOR,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_7,HISTONE DEACETYLASE 7,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_8,HISTONE DEACETYLASE 8,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_DEACETYLASE_9,HISTONE DEACETYLASE 9,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_HISTONE_LYSINE_N_METHYLTRANSFERASE_SETD7,HISTONE-LYSINE N-METHYLTRANSFERASE SETD7,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_JNK,JNK,JNK_P38_STRESS_MAPK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_KDM1,KDM1,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_KDM3A,KDM3A,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_KDM4A,KDM4A,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_KDM4C,KDM4C,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_KDM6A,KDM6A,CHROMATIN_EPIGENETIC,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_MAP_KINASE_P38_ALPHA_INHIBITOR,MAP KINASE P38 ALPHA INHIBITOR,JNK_P38_STRESS_MAPK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MAP2K5,MAP2K5,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MAP2K7,MAP2K7,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MEK5,MEK5,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_10,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 10,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_15,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 15,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_6,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 6,MAP2K_MEK_ERK_RAF_CASCADE,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_PI3_KINASE_P110_BETA_SUBUNIT_INHIBITOR,PI3-KINASE P110-BETA SUBUNIT INHIBITOR,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_PI3_KINASE_P110_DELTA_SUBUNIT_INHIBITOR,PI3-KINASE P110-DELTA SUBUNIT INHIBITOR,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_PIK3R1,PIK3R1,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_PROTON_COUPLED_FOLATE_TRANSPORTER,PROTON-COUPLED FOLATE TRANSPORTER,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_REDUCED_FOLATE_TRANSPORTER,REDUCED FOLATE TRANSPORTER,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SERINE_PROTEIN_KINASE_ATR_INHIBITOR,SERINE-PROTEIN KINASE ATR INHIBITOR,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_SERINE_THREONINE_PROTEIN_KINASE_AKT_INHIBITOR,SERINE/THREONINE-PROTEIN KINASE AKT INHIBITOR,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1_INHIBITOR,SERINE/THREONINE-PROTEIN KINASE CHK1 INHIBITOR,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR_INHIBITOR,SERINE/THREONINE-PROTEIN KINASE MTOR INHIBITOR,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC10A1,SLC10A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC12A4,SLC12A4,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC12A5,SLC12A5,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC15A1,SLC15A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC15A2,SLC15A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC18A1,SLC18A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC19A2,SLC19A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC19A3,SLC19A3,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC22A12,SLC22A12,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC25A15,SLC25A15,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC25A2,SLC25A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC2A2,SLC2A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC37A4,SLC37A4,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC46A1,SLC46A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC47A2,SLC47A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC5A11,SLC5A11,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC5A2,SLC5A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC5A3,SLC5A3,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC6A5,SLC6A5,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC6A8,SLC6A8,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC6A9,SLC6A9,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC7A1,SLC7A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC7A2,SLC7A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC7A3,SLC7A3,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC7A4,SLC7A4,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLC9A1,SLC9A1,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_SLCO1A2,SLCO1A2,ION_CHANNEL_TRANSPORTER,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_THREONINE_PROTEIN_KINASE_AKT_INHIBITOR,THREONINE-PROTEIN KINASE AKT INHIBITOR,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_THREONINE_PROTEIN_KINASE_CHK1_INHIBITOR,THREONINE-PROTEIN KINASE CHK1 INHIBITOR,PARP_DNA_REPAIR_CHECKPOINT,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_THREONINE_PROTEIN_KINASE_MTOR_INHIBITOR,THREONINE-PROTEIN KINASE MTOR INHIBITOR,PI3K_AKT_MTOR,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_TUBULIN_INHIBITOR,TUBULIN INHIBITOR,CELL_CYCLE_MITOSIS_KINASE,mapped,,,,,,,,,,,,,0,,enriched_in_worsen,-1,False,False,False,False,False,False
rawtok_TYROSINE_PROTEIN_KINASE_HCK_INHIBITOR,TYROSINE-PROTEIN KINASE HCK INHIBITOR,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_TYROSINE_PROTEIN_KINASE_LYN_INHIBITOR,TYROSINE-PROTEIN KINASE LYN INHIBITOR,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_FLT3_INHIBITOR,TYROSINE-PROTEIN KINASE RECEPTOR FLT3 INHIBITOR,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_TYROSINE_PROTEIN_KINASE_SRC_INHIBITOR,TYROSINE-PROTEIN KINASE SRC INHIBITOR,SRC_LCK_NONRECEPTOR_TK,mapped,,,,,,,,,,,,,0,,enriched_in_improve,1,False,False,False,False,False,False
rawtok_UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_28,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 28,PROTEOSTASIS,mapped,,,,,,,,,,,,,0,,neutral_or_missing,0,False,False,False,False,False,False
rawtok_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_6,UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 6,PROTEOSTASIS,mapped,,,,,,,,,,,,,0,,neutral_or_missing,0,False,False,False,False,False,False
