feature,raw_token,n_improve_with_token,n_worsen_with_token,n_drugs_supporting_token,support_rate_total,support_rate_improve,support_rate_worsen,odds_ratio,log2_odds_ratio,effect_direction,pvalue,fdr_bh,minus_log10_p,lodo_runs_evaluable,lodo_median_log2_odds_ratio,lodo_min_log2_odds_ratio,lodo_max_log2_odds_ratio,lodo_majority_direction,lodo_sign_consistency,lodo_p_lt_0_05_rate,thresholds_evaluable,threshold_median_log2_odds_ratio,threshold_sign_consistency,threshold_p_lt_0_05_rate,threshold_fdr_lt_0_10_rate,threshold_majority_direction,consensus_score
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_3,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_PROTEIN_KINASE_ATM,SERINE-PROTEIN KINASE ATM,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK1,SERINE/THREONINE-PROTEIN KINASE CHK1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19697083191166792,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_THREONINE_PROTEIN_KINASE_CHK2,SERINE/THREONINE-PROTEIN KINASE CHK2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D3,SERINE/THREONINE-PROTEIN KINASE D3,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19697083191166792,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_BETA,SERINE/THREONINE-PROTEIN KINASE MRCK BETA,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NEK2,SERINE/THREONINE-PROTEIN KINASE NEK2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.8710217096124657,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_THREONINE_PROTEIN_KINASE_NLK,SERINE/THREONINE-PROTEIN KINASE NLK,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4,SERINE/THREONINE-PROTEIN KINASE PAK 4,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19697083191166792,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_TYROSINE_PROTEIN_KINASE_MER,TYROSINE-PROTEIN KINASE MER,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.5955141252135565,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_TYROSINE_PROTEIN_KINASE_YES,TYROSINE-PROTEIN KINASE YES,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.19839712505147497,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_1,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,-0.4724784163105772,1.0,0.0,0.0,enriched_in_worsen,4.083333333333333
rawtok_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_4D,"3',5'-CYCLIC-AMP PHOSPHODIESTERASE 4D",2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.20710406292467015,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_DUAL_SPECIFICITY_PROTEIN_KINASE_TTK,DUAL SPECIFICITY PROTEIN KINASE TTK,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.4826116473235794,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_GENOME_INTEGRITY,GENOME INTEGRITY,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,3,-0.3514723705013777,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_LEUKOCYTE_TYROSINE_KINASE_RECEPTOR,LEUKOCYTE TYROSINE KINASE RECEPTOR,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.4826116473235794,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_8,MITOGEN-ACTIVATED PROTEIN KINASE 8,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.4826116473235794,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 4,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.21009256029269596,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_ALPHA_I,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT ALPHA ISOFORM",2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,3,-0.6137509241457811,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_3_KINASE_CATALYTIC_SUBUNIT_BETA_IS,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC SUBUNIT BETA ISOFORM",2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,3,-0.6137509241457811,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_SRC,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE SRC,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.6049999722742486,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_SERINE_THREONINE_PROTEIN_KINASE_D2,SERINE/THREONINE-PROTEIN KINASE D2,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.2085303560644772,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_SODIUM_DEPENDENT_NORADRENALINE_TRANSPORTER,SODIUM-DEPENDENT NORADRENALINE TRANSPORTER,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,2,-0.20710406292467015,1.0,0.0,0.0,enriched_in_worsen,4.055555555555555
rawtok_HISTONE_DEACETYLASE_6,HISTONE DEACETYLASE 6,3,2,5,0.1388888888888889,0.15,0.125,1.2352941176470589,0.21412480535284734,enriched_in_improve,1.0,1.0,-0.0,36,0.29901370293936036,-0.27130202181739427,0.9510903995190536,enriched_in_improve,0.9166666666666666,0.0,2,0.3497758162615445,1.0,0.0,0.0,enriched_in_improve,4.041666666666666
rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1,AP2-ASSOCIATED PROTEIN KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.6976468935533292,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_ATP_DEPENDENT_TRANSLOCASE_ABCB1,ATP-DEPENDENT TRANSLOCASE ABCB1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.6093370665451688,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_BROAD_SUBSTRATE_SPECIFICITY_ATP_BINDING_CASSETTE_TRANSPORTER_ABCG2,BROAD SUBSTRATE SPECIFICITY ATP-BINDING CASSETTE TRANSPORTER ABCG2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.6093370665451688,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2,CASEIN KINASE II SUBUNIT ALPHA',2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.6976468935533292,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_CITRON_RHO_INTERACTING_KINASE,CITRON RHO-INTERACTING KINASE,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.48356768304718656,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_CYTOCHROME_P450_1A2,CYTOCHROME P450 1A2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,3,0.6918777046376682,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_CYTOCHROME_P450_2C9,CYTOCHROME P450 2C9,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,3,0.6918777046376682,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.42213930915441994,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.48356768304718656,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_EPHRIN_TYPE_A_RECEPTOR_6,EPHRIN TYPE-A RECEPTOR 6,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.48356768304718656,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,MITOGEN-ACTIVATED PROTEIN KINASE 14,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.6093370665451688,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.48356768304718656,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_MTOR_SIGNALING,MTOR SIGNALING,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.6093370665451688,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_PI3K,PI3K,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.6093370665451688,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_TYROSINE_PROTEIN_KINASE_ABL2,TYROSINE-PROTEIN KINASE ABL2,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.42213930915441994,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_TYROSINE_PROTEIN_KINASE_FRK,TYROSINE-PROTEIN KINASE FRK,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.42213930915441994,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_TYROSINE_PROTEIN_KINASE_HCK,TYROSINE-PROTEIN KINASE HCK,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.42213930915441994,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_TYROSINE_PROTEIN_KINASE_LYN,TYROSINE-PROTEIN KINASE LYN,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.42213930915441994,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_3,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.48356768304718656,1.0,0.0,0.0,enriched_in_improve,4.013888888888889
rawtok_TYROSINE_PROTEIN_KINASE_FYN,TYROSINE-PROTEIN KINASE FYN,1,2,3,0.08333333333333333,0.05,0.125,0.3684210526315789,-1.1643868179008823,enriched_in_worsen,0.5742296918767505,1.0,0.24091435505643902,36,-1.0884379646675837,-2.7493493186220386,-0.42742122373467617,enriched_in_worsen,1.0,0.0,3,-0.49687117109629936,0.6666666666666666,0.0,0.0,enriched_in_worsen,3.542653357603087
rawtok_CYTOCHROME_P450_3A4,CYTOCHROME P450 3A4,3,3,6,0.16666666666666666,0.15,0.1875,0.7647058823529411,-0.37439551478149785,enriched_in_worsen,1.0,1.0,-0.0,36,-0.2895066171949848,-0.8598223419517398,0.11103131238874395,enriched_in_worsen,0.9166666666666666,0.0,3,-0.06558834162757671,0.6666666666666666,0.0,0.0,enriched_in_worsen,3.4166666666666665
rawtok_BCL2,BCL2,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,3,-0.06012099243757091,0.6666666666666666,0.0,0.0,enriched_in_worsen,3.4166666666666665
rawtok_KAPPA_TYPE_OPIOID_RECEPTOR,KAPPA-TYPE OPIOID RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,3,-0.06012099243757091,0.6666666666666666,0.0,0.0,enriched_in_worsen,3.4166666666666665
rawtok_SUBSTANCE_K_RECEPTOR,SUBSTANCE-K RECEPTOR,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,3,-0.06012099243757091,0.6666666666666666,0.0,0.0,enriched_in_worsen,3.4166666666666665
rawtok_DNA_REPLICATION,DNA REPLICATION,2,2,4,0.1111111111111111,0.1,0.125,0.7777777777777778,-0.3514723705013777,enriched_in_worsen,1.0,1.0,-0.0,36,-0.27130202181739427,-1.0884379646675837,0.38549322366482847,enriched_in_worsen,0.9444444444444444,0.0,3,-0.06273575534796258,0.6666666666666666,0.0,0.0,enriched_in_worsen,3.388888888888889
rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_2,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 2,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.0470665466344518,0.5,0.0,0.0,enriched_in_improve,3.191125932800092
rawtok_LIM_DOMAIN_KINASE_1,LIM DOMAIN KINASE 1,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.0470665466344518,0.5,0.0,0.0,enriched_in_improve,3.191125932800092
rawtok_POLY_ADP_RIBOSE_POLYMERASE_TANKYRASE_2,POLY [ADP-RIBOSE] POLYMERASE TANKYRASE-2,2,0,2,0.05555555555555555,0.1,0.0,inf,2.156868848616866,enriched_in_improve,0.492063492063492,1.0,0.3079788556193091,34,2.237039197300849,2.066671039645288,2.237039197300849,enriched_in_improve,1.0,0.0,2,1.0470665466344518,0.5,0.0,0.0,enriched_in_improve,3.191125932800092
rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE,BMP-2-INDUCIBLE PROTEIN KINASE,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,0.07711045934743421,0.5,0.0,0.0,enriched_in_improve,3.0833333333333335
rawtok_CELL_CYCLE,CELL CYCLE,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,0.2028798428454165,0.5,0.0,0.0,enriched_in_improve,3.0833333333333335
rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252,UNCHARACTERIZED PROTEIN FLJ45252,1,1,2,0.05555555555555555,0.05,0.0625,0.7894736842105263,-0.33120590847537323,enriched_in_worsen,1.0,1.0,-0.0,34,-0.2552570552420746,-0.42742122373467617,-0.2552570552420746,enriched_in_worsen,1.0,0.0,2,0.07711045934743421,0.5,0.0,0.0,enriched_in_improve,3.0833333333333335
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,3,3,6,0.16666666666666666,0.15,0.1875,0.7647058823529411,-0.37439551478149785,enriched_in_worsen,1.0,1.0,-0.0,36,-0.2895066171949848,-0.8598223419517398,0.11103131238874395,enriched_in_worsen,0.9166666666666666,0.0,2,-0.04244444879325643,0.5,0.0,0.0,enriched_in_worsen,3.083333333333333
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_9,MITOGEN-ACTIVATED PROTEIN KINASE 9,3,2,5,0.1388888888888889,0.15,0.125,1.2352941176470589,0.21412480535284734,enriched_in_improve,1.0,1.0,-0.0,36,0.29901370293936036,-0.27130202181739427,0.9510903995190536,enriched_in_improve,0.9166666666666666,0.0,2,0.07426823186263531,0.5,0.0,0.0,enriched_in_improve,3.0416666666666665
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,3,2,5,0.1388888888888889,0.15,0.125,1.2352941176470589,0.21412480535284734,enriched_in_improve,1.0,1.0,-0.0,36,0.29901370293936036,-0.27130202181739427,0.9510903995190536,enriched_in_improve,0.9166666666666666,0.0,2,0.07270602763441657,0.5,0.0,0.0,enriched_in_improve,3.0416666666666665
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,3,2,5,0.1388888888888889,0.15,0.125,1.2352941176470589,0.21412480535284734,enriched_in_improve,1.0,1.0,-0.0,36,0.29901370293936036,-0.27130202181739427,0.9510903995190536,enriched_in_improve,0.9166666666666666,0.0,2,-0.10812217384099362,0.5,0.0,0.0,enriched_in_worsen,3.0416666666666665
rawtok_ACTIVATED_CDC42_KINASE_1,ACTIVATED CDC42 KINASE 1,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.2080600986482774,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_AURORA_KINASE_B,AURORA KINASE B,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.2080600986482774,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_3,DEATH-ASSOCIATED PROTEIN KINASE 3,2,1,3,0.08333333333333333,0.1,0.0625,1.6666666666666667,0.4817085389241315,enriched_in_improve,1.0,1.0,-0.0,36,0.561878887608115,-0.2552570552420746,2.066671039645288,enriched_in_improve,0.9444444444444444,0.0,2,0.20948639178808448,0.5,0.0,0.0,enriched_in_improve,3.013888888888889
