feature,raw_token,assigned_theme,theme_mapping_status
rawtok_EHMT2,EHMT2,UNMAPPED,unmapped
rawtok_EPHA2,EPHA2,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHRIN_TYPE_A_RECEPTOR_2,EPHRIN TYPE-A RECEPTOR 2,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHRIN_TYPE_A_RECEPTOR_4,EPHRIN TYPE-A RECEPTOR 4,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHRIN_TYPE_A_RECEPTOR_8,EPHRIN TYPE-A RECEPTOR 8,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHRIN_TYPE_B_RECEPTOR_2,EPHRIN TYPE-B RECEPTOR 2,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EQUILIBRATIVE_NUCLEOSIDE_TRANSPORTER_1,EQUILIBRATIVE NUCLEOSIDE TRANSPORTER 1,ION_CHANNEL_TRANSPORTER,mapped
rawtok_ERBB3,ERBB3,ERBB_EGFR_FAMILY_RTK,mapped
rawtok_EZH2,EZH2,CHROMATIN_EPIGENETIC,mapped
rawtok_FERROCHELATASE_MITOCHONDRIAL,"FERROCHELATASE, MITOCHONDRIAL",UNMAPPED,unmapped
rawtok_FGR,FGR,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_3,FIBROBLAST GROWTH FACTOR RECEPTOR 3,UNMAPPED,unmapped
rawtok_FRK,FRK,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_FYN,FYN,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_G_PROTEIN_COUPLED_RECEPTOR_KINASE_4,G PROTEIN-COUPLED RECEPTOR KINASE 4,UNMAPPED,unmapped
rawtok_GABBR1,GABBR1,UNMAPPED,unmapped
rawtok_GPR119,GPR119,UNMAPPED,unmapped
rawtok_HDAC,HDAC,CHROMATIN_EPIGENETIC,mapped
rawtok_HIF1A,HIF1A,UNMAPPED,unmapped
rawtok_HISTAMINE_H3_RECEPTOR,HISTAMINE H3 RECEPTOR,UNMAPPED,unmapped
rawtok_HORMONALLY_UP_REGULATED_NEU_TUMOR_ASSOCIATED_KINASE,HORMONALLY UP-REGULATED NEU TUMOR-ASSOCIATED KINASE,UNMAPPED,unmapped
rawtok_HTR4,HTR4,UNMAPPED,unmapped
rawtok_IAP,IAP,UNMAPPED,unmapped
rawtok_IDO1,IDO1,UNMAPPED,unmapped
rawtok_IL1B,IL1B,UNMAPPED,unmapped
rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_3,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 3,UNMAPPED,unmapped
rawtok_IR,IR,UNMAPPED,unmapped
rawtok_IRAK1,IRAK1,UNMAPPED,unmapped
rawtok_JNK1,JNK1,UNMAPPED,unmapped
rawtok_KAPPA_TYPE_OPIOID_RECEPTOR,KAPPA-TYPE OPIOID RECEPTOR,UNMAPPED,unmapped
rawtok_LIMK1,LIMK1,UNMAPPED,unmapped
rawtok_LRRK2,LRRK2,UNMAPPED,unmapped
rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_3,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3,UNMAPPED,unmapped
rawtok_MATERNAL_EMBRYONIC_LEUCINE_ZIPPER_KINASE,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,UNMAPPED,unmapped
rawtok_MICROTUBULE_STABILISER,MICROTUBULE STABILISER,UNMAPPED,unmapped
rawtok_MIF,MIF,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_14,MITOGEN-ACTIVATED PROTEIN KINASE 14,UNMAPPED,unmapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_12,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_MMP12,MMP12,UNMAPPED,unmapped
rawtok_MUTANT_RAS,MUTANT RAS,UNMAPPED,unmapped
rawtok_MYOSIN_LIGHT_CHAIN_KINASE,MYOSIN LIGHT CHAIN KINASE,UNMAPPED,unmapped
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_2_SKELETAL_CARDIAC_MUSCLE,"MYOSIN LIGHT CHAIN KINASE 2, SKELETAL/CARDIAC MUSCLE",UNMAPPED,unmapped
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_FAMILY_MEMBER_4,MYOSIN LIGHT CHAIN KINASE FAMILY MEMBER 4,UNMAPPED,unmapped
rawtok_MYOSIN_LIGHT_CHAIN_KINASE_SMOOTH_MUSCLE,"MYOSIN LIGHT CHAIN KINASE, SMOOTH MUSCLE",UNMAPPED,unmapped
rawtok_MYOSIN_IIIA,MYOSIN-IIIA,UNMAPPED,unmapped
rawtok_MYOTONIN_PROTEIN_KINASE,MYOTONIN-PROTEIN KINASE,UNMAPPED,unmapped
rawtok_NAMPT,NAMPT,UNMAPPED,unmapped
rawtok_NOS3,NOS3,UNMAPPED,unmapped
rawtok_NT_3_GROWTH_FACTOR_RECEPTOR,NT-3 GROWTH FACTOR RECEPTOR,UNMAPPED,unmapped
rawtok_NTRK3,NTRK3,UNMAPPED,unmapped
rawtok_OPRL1,OPRL1,UNMAPPED,unmapped
rawtok_PAK1,PAK1,UNMAPPED,unmapped
rawtok_PARP_1,PARP 1,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_PARP_1_2_AND_3_INHIBITOR,"PARP 1, 2 AND 3 INHIBITOR",PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_PDE3A,PDE3A,UNMAPPED,unmapped
rawtok_PDK1,PDK1,UNMAPPED,unmapped
rawtok_PDK1_PDPK1,PDK1 (PDPK1),PI3K_AKT_MTOR,mapped
rawtok_PDPK1,PDPK1,PI3K_AKT_MTOR,mapped
rawtok_PHOSPHATIDYLINOSITOL_4_KINASE_BETA,PHOSPHATIDYLINOSITOL 4-KINASE BETA,UNMAPPED,unmapped
rawtok_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_3_KINASE_C2_DOMAIN_CONTAINING_SUBUNIT_B,PHOSPHATIDYLINOSITOL 4-PHOSPHATE 3-KINASE C2 DOMAIN-CONTAINING SUBUNIT BETA,UNMAPPED,unmapped
rawtok_PI3KGAMMA,PI3KGAMMA,UNMAPPED,unmapped
rawtok_PKC,PKC,UNMAPPED,unmapped
rawtok_PLK2,PLK2,UNMAPPED,unmapped
rawtok_PNP,PNP,UNMAPPED,unmapped
rawtok_POLD1,POLD1,UNMAPPED,unmapped
rawtok_PORCN,PORCN,UNMAPPED,unmapped
rawtok_PPM1D,PPM1D,UNMAPPED,unmapped
rawtok_PRKCE,PRKCE,UNMAPPED,unmapped
rawtok_PRKCG,PRKCG,UNMAPPED,unmapped
rawtok_PRKDC,PRKDC,UNMAPPED,unmapped
rawtok_PROTEIN_DELTA_HOMOLOG_1,PROTEIN DELTA HOMOLOG 1,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP12,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP12,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP14,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14,UNMAPPED,unmapped
rawtok_PROTEIN_MONO_ADP_RIBOSYLTRANSFERASE_PARP16,PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP16,UNMAPPED,unmapped
rawtok_PSMB1,PSMB1,UNMAPPED,unmapped
rawtok_RAC_ALPHA_SERINE_THREONINE_PROTEIN_KINASE,RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,UNMAPPED,unmapped
rawtok_RARG,RARG,UNMAPPED,unmapped
rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_4,RIBOSOMAL PROTEIN S6 KINASE ALPHA-4,UNMAPPED,unmapped
rawtok_SERINE,SERINE,UNMAPPED,unmapped
rawtok_SERINE_PROTEIN_KINASE_ATM,SERINE-PROTEIN KINASE ATM,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_17A,SERINE/THREONINE-PROTEIN KINASE 17A,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_26,SERINE/THREONINE-PROTEIN KINASE 26,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_35,SERINE/THREONINE-PROTEIN KINASE 35,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_BETA,SERINE/THREONINE-PROTEIN KINASE MRCK BETA,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_N1,SERINE/THREONINE-PROTEIN KINASE N1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_1,SERINE/THREONINE-PROTEIN KINASE PAK 1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_1,SERINE/THREONINE-PROTEIN KINASE PIM-1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PIM_3,SERINE/THREONINE-PROTEIN KINASE PIM-3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK1,SERINE/THREONINE-PROTEIN KINASE PLK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO1,SERINE/THREONINE-PROTEIN KINASE RIO1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO2,SERINE/THREONINE-PROTEIN KINASE RIO2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO3,SERINE/THREONINE-PROTEIN KINASE RIO3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SBK1,SERINE/THREONINE-PROTEIN KINASE SBK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK3,SERINE/THREONINE-PROTEIN KINASE SIK3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TAO1,SERINE/THREONINE-PROTEIN KINASE TAO1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TAO2,SERINE/THREONINE-PROTEIN KINASE TAO2,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TAO3,SERINE/THREONINE-PROTEIN KINASE TAO3,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_TNNI3K,SERINE/THREONINE-PROTEIN KINASE TNNI3K,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK1,SERINE/THREONINE-PROTEIN KINASE ULK1,UNMAPPED,unmapped
rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK2,SERINE/THREONINE-PROTEIN KINASE ULK2,UNMAPPED,unmapped
rawtok_SGK1,SGK1,UNMAPPED,unmapped
rawtok_SLC12A2,SLC12A2,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SLC7A11,SLC7A11,ION_CHANNEL_TRANSPORTER,mapped
rawtok_SRSF_PROTEIN_KINASE_3,SRSF PROTEIN KINASE 3,UNMAPPED,unmapped
rawtok_TIE2,TIE2,UNMAPPED,unmapped
rawtok_TLR4,TLR4,UNMAPPED,unmapped
rawtok_TRPC5,TRPC5,UNMAPPED,unmapped
rawtok_TRPM2,TRPM2,UNMAPPED,unmapped
rawtok_TUBA3D,TUBA3D,UNMAPPED,unmapped
rawtok_TUBA3E,TUBA3E,UNMAPPED,unmapped
rawtok_TUBB2A,TUBB2A,UNMAPPED,unmapped
rawtok_TUBB2B,TUBB2B,UNMAPPED,unmapped
rawtok_TUBB6,TUBB6,UNMAPPED,unmapped
rawtok_TUBB8,TUBB8,UNMAPPED,unmapped
rawtok_TYK2,TYK2,UNMAPPED,unmapped
rawtok_TYR,TYR,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_ITK_TSK,TYROSINE-PROTEIN KINASE ITK/TSK,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_JAK1,TYROSINE-PROTEIN KINASE JAK1,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_SRMS,TYROSINE-PROTEIN KINASE SRMS,UNMAPPED,unmapped
rawtok_TYROSINE_PROTEIN_KINASE_SYK,TYROSINE-PROTEIN KINASE SYK,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_TYROSINE_PROTEIN_KINASE_TEC,TYROSINE-PROTEIN KINASE TEC,UNMAPPED,unmapped
rawtok_USP7,USP7,UNMAPPED,unmapped
rawtok_VEGFR3,VEGFR3,UNMAPPED,unmapped
rawtok_WEE1,WEE1,PARP_DNA_REPAIR_CHECKPOINT,mapped
rawtok_XPO1,XPO1,UNMAPPED,unmapped
rawtok_YES1,YES1,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_4A,"3',5'-CYCLIC-AMP PHOSPHODIESTERASE 4A",UNMAPPED,unmapped
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_1A,5-HYDROXYTRYPTAMINE RECEPTOR 1A,UNMAPPED,unmapped
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2A,5-HYDROXYTRYPTAMINE RECEPTOR 2A,UNMAPPED,unmapped
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2B,5-HYDROXYTRYPTAMINE RECEPTOR 2B,UNMAPPED,unmapped
rawtok_5_HYDROXYTRYPTAMINE_RECEPTOR_2C,5-HYDROXYTRYPTAMINE RECEPTOR 2C,UNMAPPED,unmapped
rawtok_ABCC8,ABCC8,UNMAPPED,unmapped
rawtok_ABL_SIGNALING,ABL SIGNALING,UNMAPPED,unmapped
rawtok_ACACA,ACACA,UNMAPPED,unmapped
rawtok_ACE,ACE,UNMAPPED,unmapped
rawtok_ACETYLCHOLINESTERASE,ACETYLCHOLINESTERASE,UNMAPPED,unmapped
rawtok_ACTIVIN_RECEPTOR_TYPE_1,ACTIVIN RECEPTOR TYPE-1,UNMAPPED,unmapped
rawtok_ACTIVIN_RECEPTOR_TYPE_1B,ACTIVIN RECEPTOR TYPE-1B,UNMAPPED,unmapped
rawtok_ACVR1,ACVR1,UNMAPPED,unmapped
rawtok_ACVR1C,ACVR1C,UNMAPPED,unmapped
rawtok_ADAM28,ADAM28,UNMAPPED,unmapped
rawtok_ADENOSINE_RECEPTOR_A1,ADENOSINE RECEPTOR A1,UNMAPPED,unmapped
rawtok_ADK,ADK,UNMAPPED,unmapped
rawtok_AKR1C3,AKR1C3,UNMAPPED,unmapped
rawtok_ALPHA_1A_ADRENERGIC_RECEPTOR,ALPHA-1A ADRENERGIC RECEPTOR,UNMAPPED,unmapped
rawtok_ALPHA_2B_ADRENERGIC_RECEPTOR,ALPHA-2B ADRENERGIC RECEPTOR,UNMAPPED,unmapped
rawtok_ANO1,ANO1,UNMAPPED,unmapped
rawtok_ANTHRACYCLINE,ANTHRACYCLINE,UNMAPPED,unmapped
rawtok_ANTI_OXIDANT_PROTEINS,ANTI-OXIDANT PROTEINS,UNMAPPED,unmapped
rawtok_APOPTOSIS_REGULATOR_BCL_2,APOPTOSIS REGULATOR BCL-2,APOPTOSIS_BCL2,mapped
rawtok_ATP2C1,ATP2C1,UNMAPPED,unmapped
rawtok_ATP4A,ATP4A,UNMAPPED,unmapped
rawtok_ATP5D,ATP5D,UNMAPPED,unmapped
rawtok_AXL,AXL,VEGFR_FGFR_PDGFR_KIT_FLT_RTK,mapped
rawtok_BAZ2A,BAZ2A,UNMAPPED,unmapped
rawtok_BAZ2B,BAZ2B,UNMAPPED,unmapped
rawtok_BCL2L2,BCL2L2,UNMAPPED,unmapped
rawtok_BETA_1_ADRENERGIC_RECEPTOR,BETA-1 ADRENERGIC RECEPTOR,UNMAPPED,unmapped
rawtok_BETA_3_ADRENERGIC_RECEPTOR,BETA-3 ADRENERGIC RECEPTOR,UNMAPPED,unmapped
rawtok_BFL1,BFL1,UNMAPPED,unmapped
rawtok_BIRC5,BIRC5,UNMAPPED,unmapped
rawtok_BLK,BLK,SRC_LCK_NONRECEPTOR_TK,mapped
rawtok_BONE_MORPHOGENETIC_PROTEIN_RECEPTOR_TYPE_2,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE-2,UNMAPPED,unmapped
rawtok_BRD9,BRD9,UNMAPPED,unmapped
rawtok_BRDT,BRDT,UNMAPPED,unmapped
rawtok_BROMODOMAIN_TESTIS_SPECIFIC_PROTEIN,BROMODOMAIN TESTIS-SPECIFIC PROTEIN,UNMAPPED,unmapped
rawtok_BRPF1,BRPF1,UNMAPPED,unmapped
rawtok_BRPF3,BRPF3,UNMAPPED,unmapped
rawtok_CACNA2D1,CACNA2D1,UNMAPPED,unmapped
rawtok_CACNG1,CACNG1,UNMAPPED,unmapped
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_KINASE_1,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE KINASE 1,UNMAPPED,unmapped
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1D,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1D,UNMAPPED,unmapped
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_1G,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE 1G,UNMAPPED,unmapped
rawtok_CALCIUM_CALMODULIN_DEPENDENT_PROTEIN_KINASE_TYPE_II_SUBUNIT_ALPHA,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE TYPE II SUBUNIT ALPHA,UNMAPPED,unmapped
rawtok_CAMP_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT_PRKX,CAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT PRKX,UNMAPPED,unmapped
rawtok_CASEIN_KINASE_I_ISOFORM_ALPHA_LIKE,CASEIN KINASE I ISOFORM ALPHA-LIKE,SER_THR_KINASE_SIGNALING,mapped
rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA,CASEIN KINASE II SUBUNIT ALPHA,SER_THR_KINASE_SIGNALING,mapped
rawtok_CASP1,CASP1,UNMAPPED,unmapped
rawtok_CASR,CASR,UNMAPPED,unmapped
rawtok_CBP,CBP,UNMAPPED,unmapped
rawtok_CCNA2,CCNA2,UNMAPPED,unmapped
rawtok_CCNB1,CCNB1,UNMAPPED,unmapped
rawtok_CDH5,CDH5,UNMAPPED,unmapped
rawtok_CGMP_INHIBITED_3_5_CYCLIC_PHOSPHODIESTERASE_3A,"CGMP-INHIBITED 3',5'-CYCLIC PHOSPHODIESTERASE 3A",UNMAPPED,unmapped
rawtok_CHRNA2,CHRNA2,UNMAPPED,unmapped
rawtok_CMPK1,CMPK1,UNMAPPED,unmapped
rawtok_CRBN,CRBN,UNMAPPED,unmapped
rawtok_CSF1,CSF1,UNMAPPED,unmapped
rawtok_CTSB,CTSB,UNMAPPED,unmapped
rawtok_CTSD,CTSD,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_1,CYCLIN-DEPENDENT KINASE 1,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_13,CYCLIN-DEPENDENT KINASE 13,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_14,CYCLIN-DEPENDENT KINASE 14,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_15,CYCLIN-DEPENDENT KINASE 15,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_17,CYCLIN-DEPENDENT KINASE 17,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_19,CYCLIN-DEPENDENT KINASE 19,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_2,CYCLIN-DEPENDENT KINASE 2,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_3,CYCLIN-DEPENDENT KINASE 3,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_4,CYCLIN-DEPENDENT KINASE 4,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_6,CYCLIN-DEPENDENT KINASE 6,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_9,CYCLIN-DEPENDENT KINASE 9,UNMAPPED,unmapped
rawtok_CYCLIN_DEPENDENT_KINASE_LIKE_2,CYCLIN-DEPENDENT KINASE-LIKE 2,UNMAPPED,unmapped
rawtok_CYP11B1,CYP11B1,UNMAPPED,unmapped
rawtok_CYP2A6,CYP2A6,UNMAPPED,unmapped
rawtok_CYP2C18,CYP2C18,UNMAPPED,unmapped
rawtok_CYP2C8,CYP2C8,UNMAPPED,unmapped
rawtok_CYTOPLASMIC_TYROSINE_PROTEIN_KINASE_BMX,CYTOPLASMIC TYROSINE-PROTEIN KINASE BMX,UNMAPPED,unmapped
rawtok_D_1A_DOPAMINE_RECEPTOR,D(1A) DOPAMINE RECEPTOR,UNMAPPED,unmapped
rawtok_D_2_DOPAMINE_RECEPTOR,D(2) DOPAMINE RECEPTOR,UNMAPPED,unmapped
rawtok_DAPK3,DAPK3,UNMAPPED,unmapped
rawtok_DEATH_ASSOCIATED_PROTEIN_KINASE_1,DEATH-ASSOCIATED PROTEIN KINASE 1,UNMAPPED,unmapped
rawtok_DELTA_TYPE_OPIOID_RECEPTOR,DELTA-TYPE OPIOID RECEPTOR,UNMAPPED,unmapped
rawtok_DNA_ALKYLATING_AGENT,DNA ALKYLATING AGENT,UNMAPPED,unmapped
rawtok_DNA_CROSSLINKER,DNA CROSSLINKER,UNMAPPED,unmapped
rawtok_DUAL_SERINE_THREONINE_AND_TYROSINE_PROTEIN_KINASE,DUAL SERINE/THREONINE AND TYROSINE PROTEIN KINASE,UNMAPPED,unmapped
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_3,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_6,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 6,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_7,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 7,MAP2K_MEK_ERK_RAF_CASCADE,mapped
rawtok_EHMT1,EHMT1,UNMAPPED,unmapped
rawtok_ELANE,ELANE,UNMAPPED,unmapped
rawtok_EPHRIN_TYPE_A_RECEPTOR_7,EPHRIN TYPE-A RECEPTOR 7,EPH_RECEPTOR_SIGNALING,mapped
rawtok_EPHRIN_TYPE_B_RECEPTOR_3,EPHRIN TYPE-B RECEPTOR 3,EPH_RECEPTOR_SIGNALING,mapped
rawtok_ESRRA,ESRRA,UNMAPPED,unmapped
rawtok_ESRRB,ESRRB,UNMAPPED,unmapped
rawtok_ESRRG,ESRRG,UNMAPPED,unmapped
rawtok_ESTROGEN_RECEPTOR,ESTROGEN RECEPTOR,UNMAPPED,unmapped
rawtok_ESTROGEN_RECEPTOR_BETA,ESTROGEN RECEPTOR BETA,UNMAPPED,unmapped
rawtok_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_ALPHA_KINASE_1,EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 1,UNMAPPED,unmapped
rawtok_F10,F10,UNMAPPED,unmapped
rawtok_F2,F2,UNMAPPED,unmapped
rawtok_FARNESYL_TRANSFERASE_FNTA,FARNESYL-TRANSFERASE (FNTA),UNMAPPED,unmapped
rawtok_FASN,FASN,UNMAPPED,unmapped
rawtok_FKBP1A,FKBP1A,UNMAPPED,unmapped
rawtok_FNTA,FNTA,UNMAPPED,unmapped
rawtok_G9A,G9A,UNMAPPED,unmapped
rawtok_GABBR2,GABBR2,UNMAPPED,unmapped
rawtok_GABRR1,GABRR1,UNMAPPED,unmapped
rawtok_GABRR2,GABRR2,UNMAPPED,unmapped
rawtok_GABRR3,GABRR3,UNMAPPED,unmapped
rawtok_GAMT,GAMT,UNMAPPED,unmapped
rawtok_GATM,GATM,UNMAPPED,unmapped
rawtok_GCK,GCK,UNMAPPED,unmapped
rawtok_GJA1,GJA1,UNMAPPED,unmapped
rawtok_GLP,GLP,UNMAPPED,unmapped
rawtok_GLRA2,GLRA2,UNMAPPED,unmapped
rawtok_GLUCOCORTICOID_RECEPTOR,GLUCOCORTICOID RECEPTOR,UNMAPPED,unmapped
rawtok_GLYCOGEN_SYNTHASE_KINASE_3_ALPHA,GLYCOGEN SYNTHASE KINASE-3 ALPHA,SER_THR_KINASE_SIGNALING,mapped
rawtok_GNRHR,GNRHR,UNMAPPED,unmapped
rawtok_GPBAR1,GPBAR1,UNMAPPED,unmapped
rawtok_GPR18,GPR18,UNMAPPED,unmapped
rawtok_GPR35,GPR35,UNMAPPED,unmapped
rawtok_GRIN3A,GRIN3A,UNMAPPED,unmapped
rawtok_GRM1,GRM1,UNMAPPED,unmapped
rawtok_GRM4,GRM4,UNMAPPED,unmapped
rawtok_GRM5,GRM5,UNMAPPED,unmapped
rawtok_GROWTH_HORMONE_SECRETAGOGUE_RECEPTOR_TYPE_1,GROWTH HORMONE SECRETAGOGUE RECEPTOR TYPE 1,UNMAPPED,unmapped
rawtok_HCAR1,HCAR1,UNMAPPED,unmapped
rawtok_HCAR2,HCAR2,UNMAPPED,unmapped
rawtok_HISTAMINE_H2_RECEPTOR,HISTAMINE H2 RECEPTOR,UNMAPPED,unmapped
rawtok_HPGDS,HPGDS,UNMAPPED,unmapped
rawtok_HPRT1,HPRT1,UNMAPPED,unmapped
rawtok_HSF1,HSF1,UNMAPPED,unmapped
rawtok_IDH1,IDH1,UNMAPPED,unmapped
rawtok_IGFR1,IGFR1,UNMAPPED,unmapped
rawtok_IKK,IKK,UNMAPPED,unmapped
rawtok_IKK2,IKK2,UNMAPPED,unmapped
rawtok_IL17A,IL17A,UNMAPPED,unmapped
rawtok_INHIBITOR_OF_NUCLEAR_FACTOR_KAPPA_B_KINASE_SUBUNIT_EPSILON,INHIBITOR OF NUCLEAR FACTOR KAPPA-B KINASE SUBUNIT EPSILON,UNMAPPED,unmapped
rawtok_INSULIN_RECEPTOR,INSULIN RECEPTOR,UNMAPPED,unmapped
rawtok_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR,INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR,UNMAPPED,unmapped
rawtok_INTERFERON_INDUCED_DOUBLE_STRANDED_RNA_ACTIVATED_PROTEIN_KINASE,"INTERFERON-INDUCED, DOUBLE-STRANDED RNA-ACTIVATED PROTEIN KINASE",UNMAPPED,unmapped
rawtok_ITGA2B,ITGA2B,UNMAPPED,unmapped
rawtok_ITGB3,ITGB3,UNMAPPED,unmapped
